date,side,entry,exit,sl,tp,qty,pred_rr,actual_rr,pnl,bal,hit_sl,hit_tp
2025-04-11,long,80893,83295.80767003691,78910,83295.80767003691,0.055,1.2117033131804924,1.1785840378057981,128.54226808328937,11007.283989350115,False,True
2025-04-12,long,83623,85206.0,82700,86120.58387926621,0.119,2.705941364318756,1.6418942578548212,180.34073959999998,11187.624728950115,False,False
2025-04-14,long,85560,84564.0,83640,89584.67950005611,0.058,2.0961872396125547,-0.5541925,-61.7148768,11125.909852150115,False,False
2025-04-15,long,85396,84329.0,84329,86610.00468409456,0.104,1.1377738370145778,-1.063626991565136,-118.02855999999998,11007.881292150114,True,False
2025-04-16,long,83999,84015.0,83068,85506.21822372802,0.118,1.6189239782255838,-0.055000644468313646,-6.0422608,11001.839031350113,False,False
2025-04-17,long,84526,83790.0,83790,87087.07516801823,0.149,3.479721695676943,-1.0914760869565219,-119.69563360000001,10882.143397750113,True,False
2025-04-19,long,84921,85010.0,84294,87592.17797498843,0.174,4.260251953729543,0.03353684210526315,3.658802399999999,10885.802200150112,False,False
2025-04-21,long,87669,87494.0,85069,90201.39939191268,0.042,0.9739997661202625,-0.09425584615384616,-10.292738400000001,10875.509461750113,False,False
2025-04-22,long,88845,92482.72222877775,87069,92482.72222877775,0.061,2.0482670207081957,2.0074274436296418,217.47665953306085,11092.986121283173,False,True
2025-04-23,long,93901,92617.0,92617,95723.86706405427,0.086,1.4196783987961645,-1.0581052959501558,-116.84021919999999,10976.145902083173,True,False
2025-04-24,long,93826,94000.0,92673,97284.53647707087,0.095,2.999597985317319,0.08574986990459671,9.392612,10985.538514083173,False,False
2025-04-25,long,94611,94644.0,92863,99126.49593634692,0.063,2.5832356615257033,-0.02442906178489703,-2.6902260000000005,10982.848288083173,False,False
2025-04-28,long,93999,95512.11432598588,92823,95512.11432598588,0.093,1.2866618418247309,1.2222022791288143,133.66981886376016,11116.518106946933,False,True
2025-04-30,long,95130,94140.0,94140,95847.43343339578,0.112,0.724680235753308,-1.0764727272727272,-119.359296,10997.158810946932,True,False
2025-05-01,long,95014,97212.65165677376,94127,97212.65165677376,0.124,2.478750458594986,2.392064257171417,263.0983635177698,11260.257174464701,False,True
2025-05-02,long,97254,96467.0,96467,99376.61017037563,0.143,2.69709043249763,-1.0984604828462516,-123.62184119999999,11136.635333264701,True,False
2025-05-05,long,94854,94713.0,93506,98477.74878056943,0.083,2.688240935140528,-0.16085074183976264,-17.9966244,11118.6387088647,False,False
2025-05-06,long,94922,96849.71111113988,94011,96849.71111113988,0.122,2.116038541317114,2.031835814155245,225.82229605684225,11344.461004921543,False,True
2025-05-08,long,99230,103330.60502614312,96883,103330.60502614312,0.048,1.747168737172189,1.712646265075699,192.93987763836796,11537.40088255991,False,True
2025-05-09,long,103327,102337.0,102337,106512.35607137726,0.117,3.2175313852295497,-1.0830965656565656,-125.45507520000001,11411.94580735991,True,False
2025-05-10,long,103233,104203.66716387424,102768,104203.66716387424,0.245,2.0874562663962277,1.909016122599336,217.48466176712935,11629.43046912704,False,True
2025-05-12,long,105215,103701.0,103701,109154.63316845385,0.077,2.6021355141703095,-1.0551957727873182,-123.0126128,11506.417856327042,True,False
2025-05-13,long,102799,104111.0,101432,106575.63874396391,0.084,2.762720368664162,0.8992216532553037,103.25582400000002,11609.673680327041,False,False
2025-05-14,long,104127,103434.0,103434,106676.2795016936,0.168,3.678613999557855,-1.119804329004329,-130.3720992,11479.301581127042,True,False
2025-05-15,long,104010,102724.0,102724,107017.51567189727,0.089,2.3386591538859083,-1.0643029548989114,-121.8137304,11357.487850727042,True,False
2025-05-16,long,104475,103467.0,103467,105102.30203205779,0.113,0.622323444501772,-1.0825166666666668,-123.3029784,11234.184872327043,True,False
2025-05-17,long,103589,103096.0,102573,104884.46337804438,0.111,1.2750623799649445,-0.5666082677165355,-63.899814,11170.285058327043,False,False
2025-05-18,long,103395,105822.32400579622,103070,105822.32400579622,0.344,7.468689248603752,7.211191003673558,806.2111542107037,11976.496212537746,False,True
2025-05-20,long,106917,106863.0,105540,110184.42277019512,0.087,2.3728560422622516,-0.10131590413943355,-12.137543999999998,11964.358668537747,False,False
2025-05-21,long,107561,106229.0,106229,110352.89561575223,0.09,2.0960177295437163,-1.0642012012012012,-127.57643999999999,11836.782228537746,True,False
2025-05-22,long,111932,111704.0,109237,113572.84703421814,0.044,0.6088486212312204,-0.11779384044526901,-13.9679936,11822.814234937747,False,False
2025-05-24,long,108334,107729.0,106832,110762.95161380968,0.079,1.6171448826961963,-0.46033635153129165,-54.622590800000005,11768.191644137747,False,False
2025-05-25,long,108245,107176.0,107176,109800.77681266084,0.11,1.455357168064394,-1.0806065481758653,-127.068524,11641.123120137747,True,False
2025-05-26,long,109918,109449.0,108698,112110.5866365684,0.095,1.7972021611216435,-0.4563498360655737,-52.890946,11588.232174137747,False,False
2025-05-27,long,109744,108961.0,107529,115084.73932672587,0.052,2.4111689962645007,-0.39299413092550795,-45.265064,11542.967110137748,False,False
2025-05-29,long,108507,107449.0,107449,109937.62452584447,0.109,1.352197094370959,-1.0816468809073725,-124.7376816,11418.229428537748,True,False
2025-05-30,long,106213,104629.0,104629,107856.50889639909,0.072,1.0375687477266924,-1.0532429292929293,-120.1202496,11298.109178937748,True,False
2025-05-31,long,104305,104581.0,103049,105716.34409920652,0.09,1.1236816076485034,0.15322101910828026,17.320104,11315.429282937748,False,False
2025-06-01,long,104646,103800.0,103800,106325.03169887816,0.134,1.984671038863075,-1.0985560283687943,-124.5367056,11190.892577337749,True,False
2025-06-02,long,105868,104593.0,104593,109060.36937789842,0.088,2.50381911992033,-1.066026980392157,-119.60822719999999,11071.284350137748,True,False
2025-06-03,long,106592,105400.0,105400,109597.68494199326,0.093,2.5215477701285702,-1.071138255033557,-118.7421024,10952.542247737749,True,False
2025-06-04,long,105913,105170.0,105170,108529.07120871941,0.147,3.5209572122737662,-1.1136382234185733,-121.63268039999998,10830.909567337749,True,False
2025-06-05,long,105352,104687.0,104687,106665.40933730503,0.163,1.975051635045164,-1.1263392481203007,-122.08954280000002,10708.820024537748,True,False
2025-06-06,long,102567,104088.20745251048,101129,104088.20745251048,0.074,1.057863318852906,1.0003792555837827,106.45235734518147,10815.272381882929,False,True
2025-06-07,long,105024,105554.0,103905,106358.54657029369,0.097,1.192624280870141,0.3983635388739946,43.2395736,10858.511955482929,False,False
2025-06-08,long,105824,105764.0,105393,107432.0337676643,0.252,3.730936815926425,-0.3355805104408353,-36.448070400000006,10822.06388508293,False,False
2025-06-09,long,106044,109034.90855762162,105361,109034.90855762162,0.158,4.379075487000893,4.253114193555736,458.97056508337374,11281.034450166302,False,True
2025-06-10,long,110351,109402.0,109402,111225.82587356167,0.119,0.921839698168248,-1.0926250790305585,-123.3912428,11157.643207366302,True,False
2025-06-11,long,110290,109543.0,109543,112142.06391577759,0.149,2.479335897961973,-1.117715127175368,-124.4050468,11033.238160566301,True,False
2025-06-13,long,105723,106054.0,102755,113129.60580823867,0.037,2.4954871321558874,0.08298153638814017,9.1127004,11042.350860966302,False,False
2025-06-15,long,105704,105244.0,105244,107250.73356150537,0.24,3.3624642641421225,-1.183433043478261,-130.651008,10911.699852966301,True,False
2025-06-16,long,105974,107119.13555899762,104975,107119.13555899762,0.109,1.1462818408384485,1.0609592640380545,115.5289152203678,11027.22876818667,False,True
2025-06-18,long,105275,104362.0,104362,106380.04667115997,0.121,1.2103468468345802,-1.0918453450164294,-120.6194308,10906.60933738667,True,False
2025-06-20,long,104836,106501.10749933126,104396,106501.10749933126,0.248,3.7843352257528657,3.592210582571665,391.98201877022007,11298.59135615689,False,True
2025-06-21,long,103733,103111.0,103111,105646.53651582167,0.182,3.0764252665943315,-1.133018649517685,-128.2622432,11170.32911295689,True,False
2025-06-23,long,101696,100510.0,100510,103416.48690303387,0.094,1.4506634932831972,-1.068197639123103,-119.08694559999999,11051.24216735689,True,False
2025-06-24,long,105581,104771.0,104771,108048.8928015645,0.136,3.0467812364993874,-1.1038775308641975,-121.60314880000001,10929.639018556889,True,False
2025-06-25,long,106874,107715.07730862117,105856,107715.07730862117,0.107,0.8262056076828808,0.7418876991136756,80.81085951365623,11010.449878070545,False,True
2025-06-27,long,107578,106466.0,106466,108376.19680205062,0.099,0.7178028795419283,-1.0769942446043166,-118.56414240000001,10891.885735670545,True,False
2025-06-28,long,107371,107329.0,106821,107944.5676934454,0.198,1.0428503517189096,-0.2325090909090909,-25.32024,10866.565495670546,False,False
2025-06-29,long,107610,108368.0,107180,108780.1253160089,0.253,2.7212216651369596,1.561880930232558,169.9170264,11036.482522070546,False,False
2025-07-02,long,106229,108714.07860929517,105104,108714.07860929517,0.098,2.208958763817927,2.1325345580901836,235.11193502944275,11271.594457099989,False,True
2025-07-03,long,109168,109615.0,108548,111148.71247205522,0.182,3.1946975355729323,0.5798174193548387,65.4265976,11337.02105469999,False,False
2025-07-05,long,108379,108226.0,107787,110068.76828215005,0.192,2.85433831444266,-0.4048006756756757,-46.011264000000004,11291.009790699989,False,False
2025-07-06,long,108320,109203.0,108038,110444.67679777798,0.4,7.534314885737535,2.822662411347518,318.39632000000006,11609.406110699989,False,False
2025-07-08,long,108601,108926.0,107436,110028.40110291028,0.1,1.2252369982062474,0.20428257510729614,23.79892,11633.205030699988,False,False
2025-07-09,long,109225,111267.0,108339,112507.8495500436,0.131,3.7052477991462727,2.2051954853273137,255.9482192,11889.153249899988,False,False
2025-07-10,long,111640,115294.74780723178,110905,115294.74780723178,0.162,4.972445996233705,4.848944092665146,577.363773113639,12466.517023013626,False,True
2025-07-11,long,117069,117563.0,115208,118877.69032898951,0.067,0.9718916329873789,0.2150173025255239,26.8098624,12493.326885413626,False,False
2025-07-12,long,117923,117111.0,117111,120448.68884822034,0.154,3.1104542465767593,-1.1157802955665024,-139.5260944,12353.800791013626,True,False
2025-07-13,long,117874,119108.7111242038,117239,119108.7111242038,0.195,1.9444269672500756,1.7951465192978142,222.28401775205185,12576.084808765678,False,True
2025-07-14,long,121375,119841.0,118936,123767.28745717721,0.052,0.9808476659193163,-0.6685061090610908,-84.78529280000001,12491.299515965678,False,False
2025-07-16,long,118234,119782.20891204258,117025,119782.20891204258,0.103,1.2805698197209083,1.201821694357125,149.65925013320967,12640.958766098887,False,True
2025-07-17,long,119359,119261.0,117708,123486.25904364514,0.077,2.499854054297484,-0.11717019987886129,-14.895496,12626.063270098888,False,False
2025-07-18,long,120864,119105.0,119105,123299.84924313737,0.072,1.3847920654561496,-1.0545694144400228,-133.5591072,12492.504162898887,True,False
2025-07-19,long,118526,117685.0,117685,119850.68905545119,0.149,1.575135618848029,-1.1123476813317479,-139.3871756,12353.116987298887,True,False
2025-07-20,long,118253,117704.0,117704,120148.3945515105,0.225,3.452449092004551,-1.1719176684881603,-144.76113,12208.355857298886,True,False
2025-07-21,long,118765,117411.0,116559,120646.6400083492,0.055,0.8529646456705394,-0.6566048957388939,-79.665872,12128.689985298886,False,False
2025-07-22,long,118065,119988.0,116167,122720.31608690169,0.064,2.4527482017395594,0.9630025289778713,116.9778432,12245.667828498887,False,False
2025-07-24,long,119370,118512.0,118512,122454.26086729775,0.143,3.5947096355451587,-1.1109006993006993,-136.3008504,12109.366978098886,True,False
2025-07-26,long,117781,117965.0,117144,120112.67354904296,0.19,3.660398036174187,0.14081883830455258,17.043304,12126.410282098886,False,False
2025-07-27,long,118409,117854.0,117854,120198.71044597367,0.218,3.224703506258873,-1.1702796396396398,-141.5921336,11984.818148498887,True,False
2025-07-29,long,118800,117444.0,117444,120338.61106763368,0.088,1.1346689289333907,-1.0696884955752213,-127.64378879999998,11857.174359698887,True,False
2025-07-30,long,118234,117396.0,117396,119517.01156435075,0.141,1.5310400529245236,-1.112472553699284,-131.447532,11725.726827698887,True,False
2025-07-31,long,118586,117756.0,117756,120722.36937096738,0.141,2.5739390011655274,-1.1138997590361446,-130.3596888,11595.367138898888,True,False
2025-08-02,long,113869,113131.0,113131,114952.65737273423,0.157,1.4683704237591184,-1.1230352303523035,-130.1216,11465.245538898887,True,False
2025-08-03,long,113698,114199.0,111895,115575.35623340953,0.064,1.041240284752928,0.22731070438158626,26.2298368,11491.475375698887,False,False
2025-08-04,long,115147,115035.0,114104,116467.01771927282,0.11,1.2655970462826573,-0.1956594439117929,-22.448008,11469.027367698887,False,False
2025-08-06,long,114279,115009.0,113385,117032.7026486674,0.128,3.08020430499709,0.7139651006711409,81.7004544,11550.727822098886,False,False
2025-08-07,long,115292,117496.0,114404,117790.89307219743,0.13,2.814068774997108,2.377122522522522,274.41502399999996,11825.142846098886,False,False
2025-08-09,long,116786,116475.0,116312,118389.69122560586,0.249,3.3833148219532982,-0.8529628691983122,-100.6717956,11724.471050498887,False,False
2025-08-10,long,118587,119292.0,116468,122147.04650160432,0.055,1.6800596987278502,0.2878000943841435,33.541662,11758.012712498887,False,False
2025-08-11,long,122194,118983.0,118983,124440.28011751063,0.037,0.6995578067613308,-1.0300438492681407,-122.37641959999999,11635.636292898887,True,False
2025-08-12,long,119378,118590.0,118590,121031.14070121839,0.148,2.0978942908862823,-1.1207959390862943,-130.7117056,11504.924587298887,True,False
2025-08-13,long,120183,122664.62447724382,119061,122664.62447724382,0.103,2.2117865216076824,2.125209828389416,245.60199902765123,11750.526586326538,False,True
2025-08-15,long,119195,118115.0,118115,120409.49309284546,0.109,1.1245306415235756,-1.0878925925925924,-128.06671599999999,11622.459870326538,True,False
2025-08-17,long,117828,117471.0,117237,118719.39442082273,0.197,1.5082815919166477,-0.7633157360406092,-88.87056120000001,11533.589309126539,False,False
2025-08-20,long,113640,112555.0,112555,114948.33055051163,0.106,1.2058346087664735,-1.083389861751152,-124.60066799999998,11408.98864112654,True,False
2025-08-22,long,113578,116297.78558825607,112278,116297.78558825607,0.088,2.0921427601969707,2.0214117492467434,231.2495041138274,11640.238145240368,False,True
2025-08-26,long,110124,112099.43187374328,108693,112099.43187374328,0.081,1.380455537207038,1.318338575117945,152.80994258049614,11793.048087820864,False,True
2025-08-27,long,111894,111241.0,110907,112993.71498220139,0.119,1.1141995766984722,-0.7520303951367782,-88.328226,11704.719861820864,False,False
2025-08-28,long,112061,113307.23855530735,110847,113307.23855530735,0.096,1.0265556468759065,0.9522992256056274,110.98476094898224,11815.704622769847,False,True
2025-08-30,long,108433,108810.0,107359,110097.21561456026,0.11,1.5495489893484702,0.2701143389199255,31.911308,11847.615930769847,False,False
2025-09-01,long,108557,109221.0,107379,111542.91257675985,0.101,2.53473054054316,0.4897188455008489,58.265768800000004,11905.881699569847,False,False
2025-09-02,long,110664,108868.0,108868,112203.15784651144,0.066,0.8569921194384449,-1.0488935412026728,-124.3316448,11781.550054769847,True,False
2025-09-03,long,111811,111735.0,110837,114340.32119072333,0.121,2.5968390048494143,-0.16983408624229981,-20.015626400000002,11761.534428369847,False,False
2025-09-05,long,111494,113346.6214695766,110427,113346.6214695766,0.11,1.7362900370914682,1.6520011443193674,193.89537430876416,11955.429802678611,False,True
2025-09-07,long,110737,111125.0,110182,112971.00385432356,0.215,4.025232169952359,0.5391985585585585,64.339868,12019.76967067861,False,False
2025-09-08,long,111342,112059.0,110594,113758.31867385315,0.161,3.2303725586272005,0.8390903743315508,101.0499756,12120.81964627861,False,False
2025-09-09,long,112104,111099.0,111099,113406.96012931272,0.121,1.2964777406096726,-1.0888370149253732,-132.4080252,11988.41162107861,True,False
2025-09-10,long,111622,113656.7066642328,110904,113656.7066642328,0.167,2.8338532928033415,2.70834983505168,324.74739532170673,12313.159016400317,False,True
2025-09-11,long,114452,113675.0,113675,115555.19957069065,0.158,1.4198192672981333,-1.117439897039897,-137.1836264,12175.975390000318,True,False
2025-09-12,long,116361,116094.0,115076,119869.58984381039,0.095,2.730420111914697,-0.2801416342412451,-34.19829,12141.777100000318,False,False
2025-09-14,long,116172,115684.0,115684,117709.23505891395,0.249,3.1500718420368012,-1.1900459016393443,-144.6048576,11997.172242400318,True,False
2025-09-15,long,115648,114852.0,114852,117692.15210356879,0.151,2.5680302808653104,-1.1158291457286433,-134.1182,11863.054042400317,True,False
2025-09-16,long,115565,114956.0,114956,117725.08522792117,0.195,3.546937976882042,-1.1514095238095239,-136.73563800000002,11726.318404400317,True,False
2025-09-17,long,117180,116394.0,116394,119419.88995526123,0.149,2.849732767507917,-1.118867175572519,-131.03501039999998,11595.283394000317,True,False
2025-09-20,long,115783,115737.0,115451,117422.30152417124,0.349,4.937655193286887,-0.4174939759036144,-48.374191999999994,11546.909202000317,False,False
2025-09-21,long,115795,115493.0,115493,117801.53869736344,0.382,6.644167872064384,-1.3063417218543045,-150.7048064,11396.204395600318,True,False
2025-09-23,long,112923,111548.0,111548,114696.33272468184,0.083,1.2896965270413374,-1.0653006545454546,-121.5774372,11274.626958400318,True,False
2025-09-24,long,112544,113317.0,111682,115934.84771170931,0.131,3.933698041426115,0.7919438515081206,89.4278836,11364.054842000318,False,False
2025-09-26,long,109944,109679.0,108821,110641.2900064035,0.101,0.6209171918107839,-0.3142023152270704,-35.6377692,11328.417072800317,False,False
2025-09-28,long,109855,111808.94341832175,109330,111808.94341832175,0.216,3.7217969872795393,3.552910173246522,402.90001364615557,11731.317086446474,False,True
2025-09-29,long,112320,114350.0,111591,114862.25715463863,0.161,3.4873211997786364,2.6602633744855964,312.23245199999997,12043.549538446474,False,False
2025-10-01,long,114594,117470.6827951284,113959,117470.6827951284,0.19,4.530209126186473,4.384026648835205,528.9328151819675,12572.482353628442,False,True
2025-10-02,long,119614,120605.0,118410,122643.99192609814,0.104,2.516604589782507,0.7432827242524916,93.07088959999999,12665.553243228442,False,False
2025-10-03,long,120652,123638.11546575613,119907,123638.11546575613,0.17,4.008208678867289,3.8770462007648656,491.0279013268703,13156.581144555312,False,True
2025-10-04,long,122400,121751.0,121751,123443.94872614522,0.203,1.6085496550773706,-1.1504782742681048,-151.5720612,13005.009083355311,True,False
2025-10-05,long,124459,123498.0,122178,126236.13026658454,0.057,0.7791013882439892,-0.4647886014905743,-60.4304196,12944.578663755312,False,False
2025-10-06,long,124432,125734.25469475637,123109,125734.25469475637,0.098,0.9843194971703436,0.90868344132915,117.81444290208961,13062.393106657402,False,True
2025-10-07,long,125152,124156.0,124156,127394.91942280086,0.131,2.251927131326161,-1.1001236947791164,-143.53973919999999,12918.853367457403,True,False
2025-10-08,long,122291,123330.0,121242,124787.65082271847,0.123,2.3800293829537407,0.8968080076263109,115.7124468,13034.565814257403,False,False
2025-10-09,long,123438,121486.0,121486,127981.42568980235,0.067,2.327574636169235,-1.050189344262295,-137.3479632,12897.217851057403,True,False
2025-10-10,long,121946,120955.0,120955,124324.38127681178,0.13,2.3999811067727332,-1.0980427850655903,-141.46085200000002,12755.756999057403,True,False
2025-10-12,long,111468,114528.09436118766,109669,114528.09436118766,0.071,1.7009974214495065,1.6507481508855935,210.84841056446595,12966.605409621869,False,True
